q1_name,df_id,df_name,is_oa
Nature Computational Science,https://openalex.org/S4210228084,Nature Computational Science,False
PHARMACOLOGY & THERAPEUTICS,https://openalex.org/S83493678,Pharmacology & Therapeutics,False
Materials Futures,https://openalex.org/S4210236739,Materials Futures,True
COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,https://openalex.org/S336866,Comprehensive Reviews in Food Science and Food Safety,False
BRAIN,https://openalex.org/S118357697,Brain,False
Journal of Hospitality Marketing & Management,https://openalex.org/S118298121,Journal of Hospitality Marketing & Management,False
Applied Physics Reviews,https://openalex.org/S4210229136,Applied Physics Reviews,False
HemaSphere,https://openalex.org/S4210211592,HemaSphere,True
BRITISH JOURNAL OF SPORTS MEDICINE,https://openalex.org/S136578784,British Journal of Sports Medicine,False
GigaScience,https://openalex.org/S2735135405,GigaScience,True
TRAC-TRENDS IN ANALYTICAL CHEMISTRY,https://openalex.org/S64920681,TrAC Trends in Analytical Chemistry,False
Energy Materials,https://openalex.org/S4210212614,Energy Materials,False
International Journal of Mining Science and Technology,https://openalex.org/S2764755457,International Journal of Mining Science and Technology,True
Qualitative Psychology,https://openalex.org/S4210170719,Qualitative Psychology,False
JACC-Cardiovascular Interventions,https://openalex.org/S117995063,КАРДИОЛОГИЯ УЗБЕКИСТАНА,False
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,https://openalex.org/S93787993,IEEE Transactions on Evolutionary Computation,False
Science Advances,https://openalex.org/S2737427234,Science Advances,True
Blood Cancer Discovery,https://openalex.org/S4210239195,Blood Cancer Discovery,True
IEEE Transactions on Industrial Informatics,https://openalex.org/S184777250,IEEE Transactions on Industrial Informatics,False
Cell Reports Medicine,https://openalex.org/S4210207453,Cell Reports Medicine,True
NEW ASTRONOMY REVIEWS,https://openalex.org/S108771763,New Astronomy Reviews,False
ACS Catalysis,https://openalex.org/S37391459,ACS Catalysis,False
TRENDS IN BIOCHEMICAL SCIENCES,https://openalex.org/S136233269,Trends in Biochemical Sciences,False
Annual Review of Physical Chemistry,https://openalex.org/S136526455,Annual Review of Physical Chemistry,False
Physical Review X,https://openalex.org/S137042341,Physical Review X,True
INTERNATIONAL JOURNAL OF COMPUTER VISION,https://openalex.org/S25538012,International Journal of Computer Vision,False
Clinical Gastroenterology and Hepatology,https://openalex.org/S6642600,Clinical Gastroenterology and Hepatology,False
Liver Cancer,https://openalex.org/S2764970739,Liver Cancer,True
JAMA Dermatology,https://openalex.org/S146641495,JAMA Dermatology,False
JOURNAL OF ECONOMIC LITERATURE,https://openalex.org/S127708089,Journal of Economic Literature,False
ENDOSCOPY,https://openalex.org/S195182175,Endoscopy,False
Industrial and Organizational Psychology-Perspectives on Science and Practice,https://openalex.org/S187239619,Industrial and Organizational Psychology,False
JOURNAL OF MARKETING,https://openalex.org/S142990027,Journal of Marketing,False
WATER RESEARCH,https://openalex.org/S52566953,Water Research,False
GENOMICS PROTEOMICS & BIOINFORMATICS,https://openalex.org/S155547894,Genomics Proteomics & Bioinformatics,True
Chem Catalysis,https://openalex.org/S4210217284,Chem Catalysis,False
PROGRESS IN AEROSPACE SCIENCES,https://openalex.org/S166193747,Progress in Aerospace Sciences,False
Progress in Energy,https://openalex.org/S4210235888,Progress in Energy,False
Arthritis & Rheumatology,https://openalex.org/S4210186158,Arthritis & Rheumatology,False
Journal of Advanced Research,https://openalex.org/S57607125,Journal of Advanced Research,True
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,https://openalex.org/S108525051,Journal of Allergy and Clinical Immunology,False
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,https://openalex.org/S4393915158,Journal of experimental & clinical cancer research,False
TRENDS IN ENDOCRINOLOGY AND METABOLISM,https://openalex.org/S93802863,Trends in Endocrinology and Metabolism,False
Annual Review of Cell and Developmental Biology,https://openalex.org/S93285647,Annual Review of Cell and Developmental Biology,False
CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,https://openalex.org/S207935976,Critical Reviews in Environmental Science and Technology,False
ENDOCRINE PATHOLOGY,https://openalex.org/S53004546,Endocrine Pathology,False
Annual Review of Earth and Planetary Sciences,https://openalex.org/S135981667,Annual Review of Earth and Planetary Sciences,False
Earth System Science Data,https://openalex.org/S106909380,Earth system science data,True
Journal of Materials Science & Technology,https://openalex.org/S135187643,Journal of Material Science and Technology,False
PLANT BIOTECHNOLOGY JOURNAL,https://openalex.org/S36510773,Plant Biotechnology Journal,True
Annual Review of Control Robotics and Autonomous Systems,https://openalex.org/S4210191328,Annual Review of Control Robotics and Autonomous Systems,False
Annual Review of Pharmacology and Toxicology,https://openalex.org/S163849586,The Annual Review of Pharmacology and Toxicology,False
Journal of Business Logistics,https://openalex.org/S38350834,Journal of Business Logistics,False
SLEEP MEDICINE REVIEWS,https://openalex.org/S28482811,Sleep Medicine Reviews,False
RESOURCES CONSERVATION AND RECYCLING,https://openalex.org/S18051569,Resources Conservation and Recycling,False
Small Science,https://openalex.org/S4210233464,Small Science,True
Annual Review of Ecology Evolution and Systematics,https://openalex.org/S119405978,Annual Review of Ecology Evolution and Systematics,False
QUARTERLY JOURNAL OF ECONOMICS,https://openalex.org/S203860005,The Quarterly Journal of Economics,False
COMMUNICATIONS OF THE ACM,https://openalex.org/S103482838,Communications of the ACM,False
TECHNOVATION,https://openalex.org/S70698675,Technovation,False
Cell Genomics,https://openalex.org/S4210194377,Cell Genomics,True
REMOTE SENSING OF ENVIRONMENT,https://openalex.org/S141808269,Remote Sensing of Environment,False
Trends in Environmental Analytical Chemistry,https://openalex.org/S2898140573,Trends in Environmental Analytical Chemistry,False
Polymer Reviews,https://openalex.org/S166852190,Polymer Reviews,False
Statistics Surveys,https://openalex.org/S147498506,Statistics Surveys,True
BRITISH JOURNAL OF DERMATOLOGY,https://openalex.org/S45720283,British Journal of Dermatology,False
BIOLOGICAL REVIEWS,https://openalex.org/S86137544,Biological reviews/Biological reviews of the Cambridge Philosophical Society,False
MOLECULAR BIOLOGY AND EVOLUTION,https://openalex.org/S57552105,Molecular Biology and Evolution,True
Journal of Retailing and Consumer Services,https://openalex.org/S25235501,Journal of Retailing and Consumer Services,False
FOOD HYDROCOLLOIDS,https://openalex.org/S168584722,Food Hydrocolloids,False
Tourism Management,https://openalex.org/S6814119,Tourism Management,False
IEEE WIRELESS COMMUNICATIONS,https://openalex.org/S146764194,IEEE Wireless Communications,False
CLINICAL MICROBIOLOGY AND INFECTION,https://openalex.org/S71414007,Clinical Microbiology and Infection,False
Sustainable Production and Consumption,https://openalex.org/S2764749963,Sustainable Production and Consumption,False
METABOLISM-CLINICAL AND EXPERIMENTAL,https://openalex.org/S119661813,Metabolism,False
CEMENT AND CONCRETE RESEARCH,https://openalex.org/S186020892,Cement and Concrete Research,False
MEDICINAL RESEARCH REVIEWS,https://openalex.org/S22382660,Medicinal Research Reviews,False
ENVIRONMENTAL SCIENCE & TECHNOLOGY,https://openalex.org/S13479253,Environmental Science & Technology,False
International Journal of Oral Science,https://openalex.org/S44743489,International Journal of Oral Science,True
SIAM REVIEW,https://openalex.org/S160107561,SIAM Review,False
ISME Journal,https://openalex.org/S149218730,The ISME Journal,True
GLOBAL CHANGE BIOLOGY,https://openalex.org/S74970393,Global Change Biology,False
Translational Neurodegeneration,https://openalex.org/S2764798395,Translational Neurodegeneration,True
THORAX,https://openalex.org/S106546978,Thorax,False
IEEE TRANSACTIONS ON IMAGE PROCESSING,https://openalex.org/S4210173141,IEEE Transactions on Image Processing,False
EARTH-SCIENCE REVIEWS,https://openalex.org/S40187045,Earth-Science Reviews,False
CEMENT & CONCRETE COMPOSITES,https://openalex.org/S123887920,Cement and Concrete Composites,False
Journal of Materials Chemistry A,https://openalex.org/S2764437742,Journal of Materials Chemistry A,False
ACTA PHYSICO-CHIMICA SINICA,https://openalex.org/S138757394,Acta Physico-Chimica Sinica,False
IEEE TRANSACTIONS ON FUZZY SYSTEMS,https://openalex.org/S134177497,IEEE Transactions on Fuzzy Systems,False
MEDICAL IMAGE ANALYSIS,https://openalex.org/S116571295,Medical Image Analysis,False
DEVELOPMENTAL CELL,https://openalex.org/S83804233,Developmental Cell,False
BIOSENSORS & BIOELECTRONICS,https://openalex.org/S156181945,Biosensors and Bioelectronics,False
Carbohydrate Polymers,https://openalex.org/S64311837,Carbohydrate Polymers,False
Asian Journal of Pharmaceutical Sciences,https://openalex.org/S2764650913,Asian Journal of Pharmaceutical Sciences,True
Redox Biology,https://openalex.org/S2764928002,Redox Biology,True
MedComm,https://openalex.org/S4210236862,MedComm,True
Green Energy & Environment,https://openalex.org/S2898348030,Green Energy & Environment,True
ARTIFICIAL INTELLIGENCE REVIEW,https://openalex.org/S122814990,Artificial Intelligence Review,False
EcoMat,https://openalex.org/S4210174281,EcoMat,True
Small Methods,https://openalex.org/S4210232622,Small Methods,False
ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,https://openalex.org/S173339282,ISPRS Journal of Photogrammetry and Remote Sensing,False
JOURNAL OF NANOBIOTECHNOLOGY,https://openalex.org/S41231013,Journal of Nanobiotechnology,True
Annual Review of Food Science and Technology,https://openalex.org/S4210185937,Annual Review of Food Science and Technology,False
Annual Review of Materials Research,https://openalex.org/S165210498,Annual Review of Materials Research,False
AMERICAN ECONOMIC REVIEW,https://openalex.org/S23254222,American Economic Review,False
Perspectives on Psychological Science,https://openalex.org/S27228949,Perspectives on Psychological Science,False
JAMA Network Open,https://openalex.org/S4210217848,JAMA Network Open,True
PLOS MEDICINE,https://openalex.org/S197939330,PLoS Medicine,True
International Journal of Transgender Health,https://openalex.org/S4210237279,International Journal of Transgender Health,False
Journal of Business Research,https://openalex.org/S93284759,Journal of Business Research,False
JOURNAL OF CONTROLLED RELEASE,https://openalex.org/S161954266,Journal of Controlled Release,False
Sustainable Cities and Society,https://openalex.org/S163634330,Sustainable Cities and Society,False
Cyborg and Bionic Systems,https://openalex.org/S4210209220,Cyborg and Bionic Systems,True
CARBON,https://openalex.org/S188605413,Carbon,False
npj Clean Water,https://openalex.org/S4210171286,npj Clean Water,True
ANNALS OF TOURISM RESEARCH,https://openalex.org/S51885707,Annals of Tourism Research,False
Genome Medicine,https://openalex.org/S149201819,Genome Medicine,True
JOURNAL OF FINANCIAL ECONOMICS,https://openalex.org/S149240962,Journal of Financial Economics,False
CARDIOVASCULAR RESEARCH,https://openalex.org/S91067379,Cardiovascular Research,False
CLINICAL CANCER RESEARCH,https://openalex.org/S183149254,Clinical Cancer Research,False
Journal of Industrial Information Integration,https://openalex.org/S2898195457,Journal of Industrial Information Integration,False
Pulmonology,https://openalex.org/S2898275119,Pulmonology,True
Annual Review of Biophysics,https://openalex.org/S4157722,Annual Review of Biophysics,False
Science China-Chemistry,https://openalex.org/S147836164,Science China Chemistry,False
Carbon Capture Science & Technology,https://openalex.org/S4210236580,Carbon Capture Science & Technology,True
JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,https://openalex.org/S115693375,Journal of the American Society of Nephrology,False
JACC-Heart Failure,https://openalex.org/S2764825379,JACC Heart Failure,False
Journal for ImmunoTherapy of Cancer,https://openalex.org/S2754803477,Journal for ImmunoTherapy of Cancer,True
Additive Manufacturing,https://openalex.org/S2764842179,Additive manufacturing,False
ENVIRONMENT INTERNATIONAL,https://openalex.org/S143381477,Environment International,True
IEEE Computational Intelligence Magazine,https://openalex.org/S104797584,IEEE Computational Intelligence Magazine,False
IEEE Transactions on Neural Networks and Learning Systems,https://openalex.org/S4210175523,IEEE Transactions on Neural Networks and Learning Systems,False
Journal of Supply Chain Management,https://openalex.org/S97320426,Journal of Supply Chain Management,False
Virtual and Physical Prototyping,https://openalex.org/S152936027,Virtual and Physical Prototyping,True
NATURAL PRODUCT REPORTS,https://openalex.org/S18855311,Natural Product Reports,False
Journal of High Energy Astrophysics,https://openalex.org/S2898380114,Journal of High Energy Astrophysics,False
TECHNOLOGY IN SOCIETY,https://openalex.org/S149100181,Technology in Society,False
Engineering,https://openalex.org/S4210192142,Engineering,True
GENOME BIOLOGY,https://openalex.org/S81160022,Genome biology,True
EDUCATIONAL PSYCHOLOGY REVIEW,https://openalex.org/S187318745,Educational Psychology Review,False
ENVIRONMENTAL HEALTH PERSPECTIVES,https://openalex.org/S10446503,Environmental Health Perspectives,True
European Review of Social Psychology,https://openalex.org/S201273009,European Review of Social Psychology,False
Facta Universitatis-Series Mechanical Engineering,https://openalex.org/S4210175206,Facta Universitatis Series Mechanical Engineering,True
AMERICAN JOURNAL OF HEMATOLOGY,https://openalex.org/S199810014,American Journal of Hematology,False
JOURNAL OF PRODUCT INNOVATION MANAGEMENT,https://openalex.org/S93630570,Journal of Product Innovation Management,False
APPLIED ENERGY,https://openalex.org/S109565702,Applied Energy,False
FEMS MICROBIOLOGY REVIEWS,https://openalex.org/S7317325,FEMS Microbiology Reviews,False
Mycosphere,https://openalex.org/S2739093061,Mycosphere,True
Eurosurveillance,https://openalex.org/S50690046,Eurosurveillance,True
International Journal of Hospitality Management,https://openalex.org/S148599315,International Journal of Hospitality Management,False
PLANT CELL,https://openalex.org/S48849333,The Plant Cell,False
JNCI-Journal of the National Cancer Institute,https://openalex.org/S98010888,JNCI Journal of the National Cancer Institute,False
