rank,journal_name,issn,eissn,url,source
241,JAMA Cardiology,2380-6583,2380-6591,https://jamanetwork.com/journals/jamacardiology,GoingPub-EISSN
241,Neuron,0896-6273,1097-4199,http://www.cell.com/neuron/home,GoingPub-EISSN
241,Nature Communications,,2041-1723,https://www.nature.com/ncomms,GoingPub-EISSN
244,TRENDS IN NEUROSCIENCES,0166-2236,1878-108X,http://www.cell.com/trends/neurosciences/home,GoingPub-EISSN
244,Autophagy,1554-8627,1554-8635,http://www.tandfonline.com/loi/kaup20,GoingPub-EISSN
246,Journal of the American Chemical Society,0002-7863,1520-5126,http://pubs.acs.org/journal/jacsat,GoingPub-EISSN
246,Molecular Cell,1097-2765,1097-4164,http://www.cell.com/molecular-cell/home,GoingPub-EISSN
246,PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,0146-6410,1873-2224,http://www.sciencedirect.com/science/journal/01466410,GoingPub-EISSN
249,Biofuel Research Journal-BRJ,2292-8782,2292-8782,http://www.biofueljournal.com,GoingPub-ISSN
250,Annual Review of Organizational Psychology and Organizational Behavior,2327-0608,2327-0616,https://www.annualreviews.org/content/journals/orgpsych,Journal.csv-ISSN
250,Academy of Management Annals,1941-6520,1941-6067,https://journals.aom.org/journal/annals,Journal.csv-ISSN
250,Bone Research,2095-4700,2095-6231,http://www.nature.com/boneres,GoingPub-EISSN
250,JOURNAL OF INFECTION,0163-4453,1532-2742,http://www.journalofinfection.com/,GoingPub-EISSN
250,Annual Review of Marine Science,1941-1405,1941-0611,http://www.annualreviews.org/loi/marine,GoingPub-EISSN
250,EDUCATIONAL PSYCHOLOGIST,0046-1520,1532-6985,https://www.tandfonline.com/toc/hedp20/current,GoingPub-EISSN
250,Trends in Cancer,2405-8025,2405-8033,https://www.cell.com/trends/cancer/home,GoingPub-EISSN
250,Advanced Science,,2198-3844,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2198-3844,GoingPub-EISSN
250,TRENDS IN BIOTECHNOLOGY,0167-7799,1879-3096,http://www.elsevier.com/wps/find/journaldescription.cws_home/405917/description#description,GoingPub-EISSN
250,Annual Review of Condensed Matter Physics,1947-5454,1947-5462,http://www.annualreviews.org/journal/conmatphys,GoingPub-EISSN
260,STUDIES IN MYCOLOGY,0166-0616,1872-9797,http://www.journals.elsevier.com/studies-in-mycology/,GoingPub-EISSN
260,Nature Ecology & Evolution,2397-334X,2397-334X,https://www.nature.com/natecolevol,GoingPub-ISSN
260,Environmental Science and Ecotechnology,2666-4984,2666-4984,https://www.journals.elsevier.com/environmental-science-and-ecotechnology,GoingPub-ISSN
263,INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,0890-6955,1879-2170,http://www.elsevier.com/wps/find/journaldescription.cws_home/264/description#description,GoingPub-EISSN
263,IEEE Transactions on Intelligent Vehicles,2379-8858,2379-8904,https://ieee-itss.org/pub/t-iv/,Journal.csv-ISSN
263,Accounts of Materials Research,,2643-6728,https://research.com/journal/accounts-of-materials-research,Journal.csv-EISSN
263,Clinical and Molecular Hepatology,2287-2728,2287-285X,http://www.e-cmh.org,GoingPub-EISSN
263,Journal of Energy Chemistry,2095-4956,2095-4956,https://www.sciencedirect.com/journal/journal-of-energy-chemistry,GoingPub-ISSN
263,PROGRESS IN LIPID RESEARCH,0163-7827,1873-2194,http://www.journals.elsevier.com/progress-in-lipid-research/,GoingPub-EISSN
263,TRENDS IN MICROBIOLOGY,0966-842X,1878-4380,http://www.cell.com/trends/microbiology/home,GoingPub-EISSN
263,Trends in Chemistry,,2589-5974,https://www.journals.elsevier.com/trends-in-chemistry,GoingPub-EISSN
271,TRENDS IN PHARMACOLOGICAL SCIENCES,0165-6147,1873-3735,http://www.cell.com/trends/pharmacological-sciences/home,GoingPub-EISSN
271,Small Structures,,2688-4062,https://onlinelibrary.wiley.com/journal/26884062,DOAJ-EISSN
271,Aggregate,,2692-4560,https://onlinelibrary.wiley.com/journal/26924560,DOAJ-EISSN
274,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,0733-8716,1558-0008,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=49,GoingPub-EISSN
274,Microbiome,2049-2618,2049-2618,https://www.springer.com/journal/40168,GoingPub-ISSN
276,CLINICAL PSYCHOLOGY REVIEW,0272-7358,1873-7811,https://www.journals.elsevier.com/clinical-psychology-review,GoingPub-EISSN
276,CELL DEATH AND DIFFERENTIATION,1350-9047,1476-5403,https://www.nature.com/cdd,GoingPub-EISSN
276,Physics of Life Reviews,1571-0645,1873-1457,http://www.journals.elsevier.com/physics-of-life-reviews/,GoingPub-EISSN
276,TRENDS IN GENETICS,0168-9525,1362-4555,http://www.cell.com/trends/genetics/home,GoingPub-EISSN
280,Lancet Regional Health-Europe,2666-7762,2666-7762,https://www.thelancet.com/journals/lanepe/home,DOAJ-ISSN
280,Energy Economics,0140-9883,1873-6181,https://www.sciencedirect.com/journal/energy-economics,Journal.csv-ISSN
280,JACC: CardioOncology,2666-0873,2666-0873,https://www.journals.elsevier.com/jacc-cardiooncology,GoingPub-ISSN
280,Protein & Cell,1674-800X,1674-8018,https://www.springer.com/13238,GoingPub-EISSN
284,Nano Convergence,2196-5404,2196-5404,https://www.springer.com/journal/40580,GoingPub-ISSN
285,Lancet Healthy Longevity,2666-7568,2666-7568,https://www.thelancet.com/journals/lanhl/home,DOAJ-ISSN
285,Chemical Engineering Journal,1385-8947,1873-3212,http://www.elsevier.com/wps/find/journaldescription.cws_home/601273/description#description,GoingPub-EISSN
287,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,1558-8238,http://www.jci.org/,GoingPub-EISSN
287,Nature Astronomy,2397-3366,2397-3366,https://www.nature.com/natastron,GoingPub-ISSN
287,Computer Science Review,1574-0137,1876-7745,https://www.sciencedirect.com/journal/computer-science-review,Journal.csv-ISSN
290,OPHTHALMOLOGY,0161-6420,1549-4713,http://www.aaojournal.org/,GoingPub-EISSN
290,Nano Today,1748-0132,1878-044X,http://www.journals.elsevier.com/nano-today/,GoingPub-EISSN
292,Nature Protocols,1754-2189,1750-2799,https://www.nature.com/nprot,GoingPub-EISSN
292,Alzheimers & Dementia,1552-5260,1552-5279,https://www.journals.elsevier.com/alzheimers-and-dementia/,GoingPub-EISSN
292,ACS Central Science,2374-7943,2374-7951,https://pubs.acs.org/journal/acscii?gclid=EAIaIQobChMI7uD7l4eC5AIViAOGCh3vFQYiEAAYASAAEgKrcfD_BwE,GoingPub-EISSN
292,Biochar,2524-7972,2524-7867,https://www.springer.com/journal/42773,DOAJ-ISSN
292,Advances in Applied Energy,2666-7924,2666-7924,https://www.journals.elsevier.com/advances-in-applied-energy,DOAJ-ISSN
292,TRENDS IN IMMUNOLOGY,1471-4906,1471-4981,http://www.cell.com/trends/immunology/home,GoingPub-EISSN
298,HEPATOLOGY,0270-9139,1527-3350,http://aasldpubs.onlinelibrary.wiley.com/hub/journal/10.1002/(ISSN)1527-3350/,GoingPub-EISSN
298,DRUGS,0012-6667,1179-1950,https://www.springer.com/40265,GoingPub-EISSN
298,Nature Chemical Biology,1552-4450,1552-4469,https://www.nature.com/nchembio,GoingPub-EISSN
298,Journal of Ocean Engineering and Science,2468-0133,2468-0133,https://www.journals.elsevier.com/journal-of-ocean-engineering-and-science,GoingPub-ISSN
298,Cell Discovery,,2056-5968,http://www.nature.com/celldisc/,GoingPub-EISSN
298,Small,1613-6810,1613-6829,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1613-6829,GoingPub-EISSN
298,Energy & Environmental Materials,,2575-0356,https://onlinelibrary.wiley.com/journal/25750356,GoingPub-EISSN
298,TRENDS IN CELL BIOLOGY,0962-8924,1879-3088,http://www.cell.com/trends/cell-biology/home,GoingPub-EISSN
306,CANADIAN MEDICAL ASSOCIATION JOURNAL,0820-3946,1488-2329,http://www.cmaj.ca/,GoingPub-EISSN
306,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,0040-1625,1873-5509,https://www.sciencedirect.com/journal/technological-forecasting-and-social-change,Journal.csv-ISSN
306,Blood Cancer Journal,2044-5385,2044-5385,http://www.nature.com/bcj,GoingPub-ISSN
309,Med,2666-6340,2666-6340,https://med.com.gr/,Journal.csv-ISSN
309,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,0190-9622,1097-6787,http://www.journals.elsevier.com/journal-of-the-american-academy-of-dermatology/,GoingPub-EISSN
309,JACC-Cardiovascular Imaging,1936-878X,1876-7591,http://www.journals.elsevier.com/jacc-cardiovascular-imaging/,GoingPub-EISSN
309,JOURNAL OF EXPERIMENTAL MEDICINE,0022-1007,1540-9538,http://jem.rupress.org/,GoingPub-EISSN
309,BIOMATERIALS,0142-9612,1878-5905,http://www.elsevier.com/wps/find/journaldescription.cws_home/30392/description,GoingPub-EISSN
309,Lancet HIV,2352-3018,2352-3018,http://www.journals.elsevier.com/the-lancet-hiv/,GoingPub-ISSN
309,LEUKEMIA,0887-6924,1476-5551,https://www.nature.com/leu,GoingPub-EISSN
309,TRENDS IN MOLECULAR MEDICINE,1471-4914,1471-499X,http://www.cell.com/trends/molecular-medicine/home,GoingPub-EISSN
309,Annual Review of Biomedical Engineering,1523-9829,1545-4274,http://www.annualreviews.org/loi/bioeng,GoingPub-EISSN
309,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,1389-5567,1873-2739,http://www.journals.elsevier.com/journal-of-photochemistry-and-photobiology-c-photochemistry-reviews/,GoingPub-EISSN
319,COMPOSITES PART B-ENGINEERING,1359-8368,1879-1069,http://www.elsevier.com/wps/find/journaldescription.cws_home/984/description#description,GoingPub-EISSN
320,ALLERGY,0105-4538,1398-9995,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1398-9995,GoingPub-EISSN
320,Nano Materials Science,2096-6482,2589-9651,https://www.keaipublishing.com/en/journals/nano-materials-science/,DOAJ-EISSN
320,Annual Review of Nutrition,0199-9885,1545-4312,http://www.annualreviews.org/journal/nutr,GoingPub-EISSN
323,International Journal of Surgery,1743-9191,1743-9159,http://www.journals.elsevier.com/international-journal-of-surgery/,GoingPub-EISSN
323,Analytic Methods in Accident Research,2213-6657,2213-6665,https://www.journals.elsevier.com/analytic-methods-in-accident-research,GoingPub-EISSN
323,NATURE STRUCTURAL & MOLECULAR BIOLOGY,1545-9993,1545-9985,https://www.nature.com/nsmb,GoingPub-EISSN
323,Communications in Transportation Research,2772-4247,2772-4247,https://www.journals.elsevier.com/communications-in-transportation-research,DOAJ-ISSN
323,Business Strategy and the Environment,0964-4733,1099-0836,https://onlinelibrary.wiley.com/journal/10990836,Journal.csv-ISSN
323,CANCER RESEARCH,0008-5472,1538-7445,http://cancerres.aacrjournals.org/,GoingPub-EISSN
323,AGEING RESEARCH REVIEWS,1568-1637,1872-9649,http://www.journals.elsevier.com/ageing-research-reviews/,GoingPub-EISSN
330,AMERICAN PSYCHOLOGIST,0003-066X,1935-990X,https://www.apa.org/pubs/journals/amp,Journal.csv-ISSN
330,npj Digital Medicine,2398-6352,2398-6352,https://www.nature.com/npjdigitalmed/,GoingPub-ISSN
330,Theranostics,1838-7640,1838-7640,http://www.thno.org/,GoingPub-ISSN
330,Resources Environment and Sustainability,2666-9161,2666-9161,https://www.journals.elsevier.com/resources-environment-and-sustainability/,DOAJ-ISSN
334,Applied Computing and Informatics,2634-1964,2210-8327,https://www.emeraldgrouppublishing.com/journal/aci,DOAJ-ISSN
334,npj Flexible Electronics,,2397-4621,https://www.nature.com/npjflexelectron/,GoingPub-EISSN
334,JOURNAL OF MANUFACTURING SYSTEMS,0278-6125,1878-6642,http://www.journals.elsevier.com/journal-of-manufacturing-systems/,GoingPub-EISSN
337,Gut Microbes,1949-0976,1949-0984,https://www.tandfonline.com/toc/kgmi20/current,GoingPub-EISSN
337,JOURNAL OF HAZARDOUS MATERIALS,0304-3894,1873-3336,http://www.journals.elsevier.com/journal-of-hazardous-materials/,GoingPub-EISSN
337,Materials Horizons,2051-6347,2051-6355,http://pubs.rsc.org/en/journals/journalissues/mh#!recentarticles&adv,GoingPub-EISSN
337,Applied Mechanics Reviews,0003-6900,2379-0407,http://appliedmechanicsreviews.asmedigitalcollection.asme.org/journal.aspx,GoingPub-EISSN
337,CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,1359-0286,1879-0348,http://www.elsevier.com/wps/find/journaldescription.cws_home/620308/description,GoingPub-EISSN
342,RADIOLOGY,0033-8419,,http://pubs.rsna.org/journal/radiology,GoingPub-Name
342,SEMINARS IN CANCER BIOLOGY,1044-579X,1096-3650,http://www.journals.elsevier.com/seminars-in-cancer-biology/,GoingPub-EISSN
342,Nature Reviews Urology,1759-4812,1759-4820,https://www.nature.com/nrurol,GoingPub-EISSN
342,MOLECULAR THERAPY,1525-0016,1525-0024,http://www.nature.com/mt/index.html,GoingPub-EISSN
342,Annual Review of Neuroscience,0147-006X,1545-4126,http://www.annualreviews.org/journal/neuro,GoingPub-EISSN
342,Annual Review of Biochemistry,0066-4154,1545-4509,http://www.annualreviews.org/journal/biochem,GoingPub-EISSN
342,BIOTECHNOLOGY ADVANCES,0734-9750,1873-1899,http://www.elsevier.com/wps/find/journaldescription.cws_home/525455/description#description,GoingPub-EISSN
349,Nature Computational Science,,2662-8457,https://www.nature.com/natcomputsci/,Journal.csv-EISSN
349,PHARMACOLOGY & THERAPEUTICS,0163-7258,1879-016X,http://www.journals.elsevier.com/pharmacology-and-therapeutics/,GoingPub-EISSN
349,Materials Futures,,2752-5724,https://iopscience.iop.org/journal/2752-5724,DOAJ-EISSN
349,COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,1541-4337,1541-4337,https://onlinelibrary.wiley.com/journal/15414337,GoingPub-ISSN
353,BRAIN,0006-8950,1460-2156,https://academic.oup.com/brain,GoingPub-EISSN
353,Journal of Hospitality Marketing & Management,1936-8623,1936-8631,https://www.tandfonline.com/toc/whmm20/current,Journal.csv-ISSN
353,Applied Physics Reviews,1931-9401,1931-9401,http://scitation.aip.org/content/aip/journal/apr2,GoingPub-ISSN
353,HemaSphere,,2572-9241,http://www.hemaspherejournal.com,GoingPub-EISSN
357,BRITISH JOURNAL OF SPORTS MEDICINE,0306-3674,1473-0480,http://bjsm.bmj.com/,GoingPub-EISSN
357,GigaScience,2047-217X,2047-217X,https://academic.oup.com/gigascience,GoingPub-ISSN
357,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,0165-9936,1879-3142,http://www.journals.elsevier.com/trends-in-analytical-chemistry/,GoingPub-EISSN
357,Energy Materials,,2770-5900,https://www.oaepublish.com/energymater,Journal.csv-EISSN
361,International Journal of Mining Science and Technology,2095-2686,2212-6066,https://www.journals.elsevier.com/international-journal-of-mining-science-and-technology,GoingPub-EISSN
361,Qualitative Psychology,2326-3601,2326-3598,https://www.apa.org/pubs/journals/qua,Journal.csv-ISSN
361,JACC-Cardiovascular Interventions,1936-8798,1876-7605,https://interventions.onlinejacc.org/journal.aspx,GoingPub-EISSN
361,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,1089-778X,1941-0026,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4235,GoingPub-EISSN
361,Science Advances,2375-2548,2375-2548,https://advances.sciencemag.org/,GoingPub-ISSN
361,Blood Cancer Discovery,2643-3230,2643-3249,https://aacrjournals.org/bloodcancerdiscov,Journal.csv-ISSN
361,IEEE Transactions on Industrial Informatics,1551-3203,1941-0050,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=9424,GoingPub-EISSN
361,Cell Reports Medicine,2666-3791,2666-3791,https://www.cell.com/cell-reports-medicine,GoingPub-ISSN
361,NEW ASTRONOMY REVIEWS,1387-6473,1872-9630,http://www.journals.elsevier.com/new-astronomy-reviews/,GoingPub-EISSN
361,ACS Catalysis,2155-5435,2155-5435,http://pubs.acs.org/journal/accacs,GoingPub-ISSN
361,TRENDS IN BIOCHEMICAL SCIENCES,0968-0004,1362-4326,http://www.cell.com/trends/biochemical-sciences/home,GoingPub-EISSN
361,Annual Review of Physical Chemistry,0066-426X,1545-1593,https://www.annualreviews.org/content/journals/physchem,Journal.csv-ISSN
373,Physical Review X,2160-3308,2160-3308,http://journals.aps.org/prx/,GoingPub-ISSN
373,INTERNATIONAL JOURNAL OF COMPUTER VISION,0920-5691,1573-1405,https://www.springer.com/11263,GoingPub-EISSN
373,Clinical Gastroenterology and Hepatology,1542-3565,1542-7714,http://www.journals.elsevier.com/clinical-gastroenterology-and-hepatology,GoingPub-EISSN
373,Liver Cancer,2235-1795,1664-5553,https://www.karger.com/Journal/Home/255487,GoingPub-EISSN
377,JAMA Dermatology,2168-6068,2168-6084,http://archderm.jamanetwork.com/journal.aspx,GoingPub-EISSN
377,JOURNAL OF ECONOMIC LITERATURE,0022-0515,2328-8175,https://www.aeaweb.org/journals/jel,Journal.csv-ISSN
377,ENDOSCOPY,0013-726X,1438-8812,http://endoscopy.thieme.com/,GoingPub-EISSN
377,Industrial and Organizational Psychology-Perspectives on Science and Practice,1754-9426,1754-9434,https://www.cambridge.org/core/journals/industrial-and-organizational-psychology,Journal.csv-ISSN
377,JOURNAL OF MARKETING,0022-2429,1547-7185,https://journals.sagepub.com/home/jmx,Journal.csv-ISSN
377,WATER RESEARCH,0043-1354,1879-2448,http://www.elsevier.com/wps/find/journaldescription.cws_home/309/description#description,GoingPub-EISSN
377,GENOMICS PROTEOMICS & BIOINFORMATICS,1672-0229,2210-3244,https://www.journals.elsevier.com/genomics-proteomics-and-bioinformatics,GoingPub-EISSN
377,Chem Catalysis,2667-1093,2667-1093,https://research.com/journal/chem-catalysis,Journal.csv-ISSN
377,PROGRESS IN AEROSPACE SCIENCES,0376-0421,1873-1724,http://www.journals.elsevier.com/progress-in-aerospace-sciences/,GoingPub-EISSN
377,Progress in Energy,,2516-1083,https://iopscience.iop.org/journal/2516-1083,Journal.csv-EISSN
387,Arthritis & Rheumatology,2326-5191,2326-5205,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2326-5205,GoingPub-EISSN
387,Journal of Advanced Research,2090-1232,2090-1224,https://www.journals.elsevier.com/journal-of-advanced-research,GoingPub-EISSN
387,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,0091-6749,1097-6825,http://www.jacionline.org/,GoingPub-EISSN
387,JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,,1756-9966,http://jeccr.biomedcentral.com,GoingPub-EISSN
387,TRENDS IN ENDOCRINOLOGY AND METABOLISM,1043-2760,1879-3061,http://www.cell.com/trends/endocrinology-metabolism/home,GoingPub-EISSN
387,Annual Review of Cell and Developmental Biology,1081-0706,1530-8995,http://www.annualreviews.org/journal/cellbio,GoingPub-EISSN
387,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,1064-3389,1547-6537,http://www.tandfonline.com/toc/best20/current#.UzufTaLHmL0,GoingPub-EISSN
394,ENDOCRINE PATHOLOGY,1046-3976,1559-0097,https://www.springer.com/12022,GoingPub-EISSN
394,Annual Review of Earth and Planetary Sciences,0084-6597,1545-4495,http://www.annualreviews.org/action/showPublications,GoingPub-EISSN
396,Earth System Science Data,1866-3508,1866-3516,https://earth-system-science-data.net/,GoingPub-EISSN
396,Journal of Materials Science & Technology,1005-0302,1941-1162,https://www.journals.elsevier.com/journal-of-materials-science-and-technology,GoingPub-EISSN
396,PLANT BIOTECHNOLOGY JOURNAL,1467-7644,1467-7652,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-7652,GoingPub-EISSN
396,Annual Review of Control Robotics and Autonomous Systems,,2573-5144,https://www.annualreviews.org/content/journals/control,Journal.csv-EISSN
396,Annual Review of Pharmacology and Toxicology,0362-1642,1545-4304,http://www.annualreviews.org/journal/pharmtox,GoingPub-EISSN
396,Journal of Business Logistics,0735-3766,2158-1592,https://onlinelibrary.wiley.com/journal/21581592,Journal.csv-ISSN
396,SLEEP MEDICINE REVIEWS,1087-0792,1532-2955,http://www.journals.elsevier.com/sleep-medicine-reviews/,GoingPub-EISSN
396,RESOURCES CONSERVATION AND RECYCLING,0921-3449,1879-0658,http://www.elsevier.com/wps/find/journaldescription.cws_home/503358/description#description,GoingPub-EISSN
396,Small Science,2688-4046,2688-4046,https://onlinelibrary.wiley.com/journal/26884046,DOAJ-ISSN
396,Annual Review of Ecology Evolution and Systematics,1543-592X,1545-2069,http://www.annualreviews.org/journal/ecolsys,GoingPub-EISSN
406,QUARTERLY JOURNAL OF ECONOMICS,0033-5533,1531-4650,https://academic.oup.com/qje,Journal.csv-ISSN
406,COMMUNICATIONS OF THE ACM,0001-0782,1557-7317,http://cacm.acm.org/,GoingPub-EISSN
406,TECHNOVATION,0166-4972,1879-2383,http://www.journals.elsevier.com/technovation/,GoingPub-EISSN
406,Cell Genomics,2666-979X,2666-979X,https://www.cell.com/cell-genomics/home,DOAJ-ISSN
406,REMOTE SENSING OF ENVIRONMENT,0034-4257,1879-0704,http://www.elsevier.com/wps/find/journaldescription.cws_home/505733/description#description,GoingPub-EISSN
406,Trends in Environmental Analytical Chemistry,2214-1588,2214-1588,https://www.journals.elsevier.com/trends-in-environmental-analytical-chemistry,GoingPub-ISSN
